Time,Team,Cap,Cap Number,Player Name,Action,Action Detail,Score,teams_in_game
4:20,LBSU (M),9.0,,Goal,4-6,,,Stanford (M) LBSU (M)
0:01,LBSU (M),6.0,,Goal,4-7,,,Stanford (M) LBSU (M)
--:--,Stanford (M),15.0,Soren Jensen,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),15.0,Soren Jensen,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),,,Sprint (winner),,,,Stanford (M) LBSU (M)
4:32,Stanford (M),9.0,Ethan Parrish,Goal,5-7,,,Stanford (M) LBSU (M)
0:58,LBSU (M),6.0,,Goal,5-8,,,Stanford (M) LBSU (M)
0:47,Stanford (M),8.0,Riley Pittman,Goal,6-8,,,Stanford (M) LBSU (M)
--:--,Stanford (M),24.0,Tanner Pulice,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),24.0,Tanner Pulice,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),,,Sprint (winner),,,,Stanford (M) LBSU (M)
5:28,Stanford (M),17.0,Jackson Painter,Goal,7-8,,,Stanford (M) LBSU (M)
4:06,LBSU (M),5.0,,Goal,7-9,,,Stanford (M) LBSU (M)
3:35,LBSU (M),9.0,,Goal,7-10,,,Stanford (M) LBSU (M)
2:05,LBSU (M),9.0,,Goal,7-11,,,Stanford (M) LBSU (M)
1:52,Stanford (M),2.0,Grant Watson,Goal,8-11,,,Stanford (M) LBSU (M)
1:14,Stanford (M),8.0,Riley Pittman,Goal,9-11,,,Stanford (M) LBSU (M)
0:14,Stanford (M),8.0,Riley Pittman,Goal,10-11,,,Stanford (M) LBSU (M)
0:04,LBSU (M),9.0,,Goal,10-12,,,Stanford (M) LBSU (M)
--:--,Stanford (M),13.0,Gavin West,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),17.0,Jackson Painter,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),24.0,Tanner Pulice,Assist,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,Stanford (M),1.0,Nolan Krutonog,Block,,,,Stanford (M) LBSU (M)
--:--,UCSD (M),13,Brendon Fezzey,Goal - 6 on 5,1-0,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Goal,1-1,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Goal - Penalty,1-2,,,UCSD (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Goal,1-3,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),9,Gray Carson,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),24,Kaden Likins,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),15,Rhys Bugelli,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),8,Mark Laurlund,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),25,Mason Presley,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),18,Landon Akerstrom,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),18,Landon Akerstrom,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),13,Brendon Fezzey,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCLA (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCLA (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCLA (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCSD (M),,,Sprint (winner),,,,UCSD (M) UCLA (M)
--:--,UCLA (M),21,Grant Loth,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),21,Grant Loth,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),9,Gray Carson,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),5,Gianpiero Di Martire,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),25,Mason Presley,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),24,Kaden Likins,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),19,Finn Bugelli,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),19,Finn Bugelli,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),18,Landon Akerstrom,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),18,Landon Akerstrom,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),13,Brendon Fezzey,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),12,Bennett Axline,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),12,Bennett Axline,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),11,Felipe Ferreira,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),11,Felipe Ferreira,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Block,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Block,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Block,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Block,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),1,Logan Estes,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Assist,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Assist,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Assist,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),24,Kaden Likins,Assist,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),18,Landon Akerstrom,Assist,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),15,Rhys Bugelli,Assist,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Missed Shot,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Earned Penalty,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),11,Connor Macmitchell,Penalty,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Offensive,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Turnover,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),24,Vinnie Merk,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Steal,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Steal,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),7,Lucas Romaguera,Goal,2-3,,,UCSD (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Goal,2-4,,,UCSD (M) UCLA (M)
--:--,UCSD (M),17,Nolan Roberts,Goal,3-4,,,UCSD (M) UCLA (M)
--:--,UCLA (M),21,Grant Loth,Penalty,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),22,Luca Rago,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),11,Felipe Ferreira,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),20,Hayden Nightingale,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Turnover,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Turnover,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Goal,3-5,,,UCSD (M) UCLA (M)
--:--,UCLA (M),11,Noah Rowe,Goal,3-6,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Goal,3-7,,,UCSD (M) UCLA (M)
--:--,UCSD (M),12,Bennett Axline,Goal,4-7,,,UCSD (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Goal,4-8,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Goal,4-9,,,UCSD (M) UCLA (M)
--:--,UCSD (M),18,Landon Akerstrom,Goal,5-9,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Goal,5-10,,,UCSD (M) UCLA (M)
--:--,UCSD (M),11,Felipe Ferreira,Goal,6-10,,,UCSD (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Goal,6-11,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),11,Felipe Ferreira,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),9,Miles Wilson,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Assist,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Assist,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),5,Gianpiero Di Martire,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Goal,6-12,,,UCSD (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Goal,6-13,,,UCSD (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Goal,6-14,,,UCSD (M) UCLA (M)
--:--,UCSD (M),8,Eamon Hennessey,Goal - 6 on 5,7-14,,,UCSD (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),4,Marcel Szécsi,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCSD (M),13,Brendon Fezzey,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Assist,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Earned Exclusion,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Turnover,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),3,Eli Liechty,Turnover,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,UCSD (M) UCLA (M)
--:--,UCLA (M),HC,Adam Wright,Yellow/Red Card,,,,UCSD (M) UCLA (M)
--:--,Stanford (M),,,Sprint (winner),,,,Stanford (M) UCLA (M)
--:--,Stanford (M),8,Riley Pittman,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
7:00,UCLA (M),4,Marcell Szécsi,Earned Penalty,,,,Stanford (M) UCLA (M)
7:00,Stanford (M),2,Grant Watson,Penalty,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1,Nolan Krutonog,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),17,Jackson Painter,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),2,Grant Watson,Steal,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Turnover,,,,Stanford (M) UCLA (M)
6:17,Stanford (M),8,Riley Pittman,Earned Penalty,,,,Stanford (M) UCLA (M)
6:17,UCLA (M),1A,Garret Griggs,Penalty,,,,Stanford (M) UCLA (M)
6:17,Stanford (M),9,Ethan Parrish,Goal - Penalty,1-0,,,Stanford (M) UCLA (M)
--:--,UCLA (M),4,Marcell Szécsi,Turnover,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),2,Grant Watson,Steal,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Steal,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),2,Grant Watson,Turnover,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),9,Ethan Parrish,Turnover,,,,Stanford (M) UCLA (M)
4:50,Stanford (M),12,Tanner Pulice,Exclusion,,,,Stanford (M) UCLA (M)
4:50,UCLA (M),20,Hayden Nightingale,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),15,Soren Jensen,Assist,,,,Stanford (M) UCLA (M)
4:14,Stanford (M),2,Grant Watson,Goal - Natural,2-0,,,Stanford (M) UCLA (M)
3:56,Stanford (M),9,Ethan Parrish,Exclusion,,,,Stanford (M) UCLA (M)
3:56,UCLA (M),3,Eli Liechty,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),10,Andrew Churukian,Offensive,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Missed Shot,,,,Stanford (M) UCLA (M)
4:14,Stanford (M),1A,Griffen Price,Goalie Substitution,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1A,Griffen Price,Block,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),17,Jackson Painter,Missed Shot,,,,Stanford (M) UCLA (M)
2:37,Stanford (M),17,Jackson Painter,Exclusion,,,,Stanford (M) UCLA (M)
2:37,UCLA (M),7,Rafael Real Vergara,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),6,Ben Larsen,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),8,Riley Pittman,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Turnover,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),8,Riley Pittman,Steal,,,,Stanford (M) UCLA (M)
1:42,UCLA (M),11,Noah Rowe,Exclusion,,,,Stanford (M) UCLA (M)
1:42,Stanford (M),10,Andrew Churukian,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),2,Grant Watson,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
0:51,Stanford (M),13,Gavin West,Exclusion,,,,Stanford (M) UCLA (M)
0:51,UCLA (M),3,Eli Liechty,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Assist,,,,Stanford (M) UCLA (M)
0:38,UCLA (M),3,Eli Liechty,Goal - 6 on 5,2-1,,,Stanford (M) UCLA (M)
0:38,Stanford (M),1,Nolan Krutonog,Goalie Substitution,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),3,Jack Merrill,Turnover,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Steal,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),5,Gianpiero Di Martire,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1,Nolan Krutonog,Block,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1,Nolan Krutonog,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),2,Frederico Juca Carsalade,Steal,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),,,Sprint (winner),,,,Stanford (M) UCLA (M)
--:--,Stanford (M),3,Jack Merrill,Turnover,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Steal,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),8,Riley Pittman,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),12,Tanner Pulice,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Offensive,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),15,Soren Jensen,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1,Nolan Krutonog,Block,,,,Stanford (M) UCLA (M)
4:33,Stanford (M),13,Gavin West,Goal - Natural,3-1,,,Stanford (M) UCLA (M)
--:--,UCLA (M),12,Wade Sherlock,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1,Nolan Krutonog,Block,,,,Stanford (M) UCLA (M)
3:41,UCLA (M),11,Noah Rowe,Exclusion,,,,Stanford (M) UCLA (M)
3:41,Stanford (M),10,Andrew Churukian,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),13,Gavin West,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),10,Andrew Churukian,Offensive,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),12,Tanner Pulice,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),12,Tanner Pulice,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
1:51,Stanford (M),,,Time Out - Full,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),17,Jackson Painter,Missed Shot,,,,Stanford (M) UCLA (M)
1:02,Stanford (M),17,Jackson Painter,Exclusion,,,,Stanford (M) UCLA (M)
1:02,UCLA (M),10,Jack Larsen,Earned Exclusion,,,,Stanford (M) UCLA (M)
0:53,Stanford (M),HC,Brian Flacks,Yellow Card,,,,Stanford (M) UCLA (M)
0:44,UCLA (M),7,Rafael Real Vergara,Goal - 6 on 5,3-2,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Assist,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),12,Tanner Pulice,Offensive,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Offensive,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),2,Grant Watson,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),10,Jack Larsen,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),5,Gianpiero Di Martire,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Block,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),,,Sprint (winner),,,,Stanford (M) UCLA (M)
--:--,Stanford (M),15,Soren Jensen,Turnover,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),4,Marcell Szécsi,Offensive,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),12,Tanner Pulice,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),15,Soren Jensen,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),12,Tanner Pulice,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,Stanford (M) UCLA (M)
5:56,UCLA (M),22,Makoto Kenney,Exclusion,,,,Stanford (M) UCLA (M)
5:56,Stanford (M),12,Tanner Pulice,Earned Exclusion,,,,Stanford (M) UCLA (M)
5:45,UCLA (M),HC,Adam Wright,Yellow Card,,,,Stanford (M) UCLA (M)
5:37,Stanford (M),12,Tanner Pulice,Goal - Natural,4-2,,,Stanford (M) UCLA (M)
5:28,Stanford (M),15,Soren Jensen,Exclusion,,,,Stanford (M) UCLA (M)
5:28,UCLA (M),25,Giorgio Alessandria,Earned Exclusion,,,,Stanford (M) UCLA (M)
5:13,UCLA (M),13,Ben Liechty,Goal - 6 on 5,4-3,,,Stanford (M) UCLA (M)
--:--,UCLA (M),22,Makoto Kenney,Assist,,,,Stanford (M) UCLA (M)
4:53,Stanford (M),8,Riley Pittman,Goal - Natural,5-3,,,Stanford (M) UCLA (M)
4:43,Stanford (M),15,Soren Jensen,Exclusion,,,,Stanford (M) UCLA (M)
4:43,UCLA (M),25,Giorgio Alessandria,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),13,Ben Liechty,Missed Shot,,,,Stanford (M) UCLA (M)
4:04,Stanford (M),,,Time Out - 30 sec,,,,Stanford (M) UCLA (M)
4:06,UCLA (M),4,Marcell Szécsi,Exclusion,,,,Stanford (M) UCLA (M)
4:06,Stanford (M),9,Ethan Parrish,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),9,Ethan Parrish,Missed Shot,,,,Stanford (M) UCLA (M)
3:50,Stanford (M),3,Jack Merrill,Exclusion,,,,Stanford (M) UCLA (M)
3:50,UCLA (M),13,Ben Liechty,Earned Exclusion,,,,Stanford (M) UCLA (M)
3:49,UCLA (M),,,Time Out - 30 sec,,,,Stanford (M) UCLA (M)
3:29,UCLA (M),2,Frederico Juca Carsalade,Goal - 6 on 5,5-4,,,Stanford (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Assist,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),25,Giorgio Alessandria,Steal,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),9,Ethan Parrish,Turnover,,,,Stanford (M) UCLA (M)
2:42,UCLA (M),2,Frederico Juca Carsalade,Goal - Natural,5-5,,,Stanford (M) UCLA (M)
2:26,UCLA (M),2,Frederico Juca Carsalade,Exclusion,,,,Stanford (M) UCLA (M)
2:26,Stanford (M),7,CJ Indart,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),9,Ethan Parrish,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),1A,Garret Griggs,Block,,,,Stanford (M) UCLA (M)
2:05,Stanford (M),9,Ethan Parrish,Exclusion,,,,Stanford (M) UCLA (M)
2:05,UCLA (M),4,Marcell Szécsi,Earned Exclusion,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),9,Gray Carson,Missed Shot,,,,Stanford (M) UCLA (M)
--:--,Stanford (M),1,Nolan Krutonog,Block,,,,Stanford (M) UCLA (M)
--:--,UCLA (M),7,Rafael Real Vergara,Missed Shot,,,,Stanford (M) UCLA (M)
